# Google_Product_Taxonomy_Version: 2015-02-19
Alimentación, bebida y tabaco
Alimentación, bebida y tabaco > Alimentos
Alimentación, bebida y tabaco > Alimentos > Aliños y especias
Alimentación, bebida y tabaco > Alimentos > Aliños y especias > Hierbas y especias
Alimentación, bebida y tabaco > Alimentos > Aliños y especias > MSG
Alimentación, bebida y tabaco > Alimentos > Aliños y especias > Pimienta
Alimentación, bebida y tabaco > Alimentos > Aliños y especias > Sal
Alimentación, bebida y tabaco > Alimentos > Bombones y chocolatinas
Alimentación, bebida y tabaco > Alimentos > Carne, marisco y huevos
Alimentación, bebida y tabaco > Alimentos > Carne, marisco y huevos > Carne
Alimentación, bebida y tabaco > Alimentos > Carne, marisco y huevos > Carne > Carnes en lata
Alimentación, bebida y tabaco > Alimentos > Carne, marisco y huevos > Carne > Carnes frescas y congeladas
Alimentación, bebida y tabaco > Alimentos > Carne, marisco y huevos > Carne > Fiambres y embutidos
Alimentación, bebida y tabaco > Alimentos > Carne, marisco y huevos > Huevos
Alimentación, bebida y tabaco > Alimentos > Carne, marisco y huevos > Marisco
Alimentación, bebida y tabaco > Alimentos > Carne, marisco y huevos > Marisco > Marisco en lata
Alimentación, bebida y tabaco > Alimentos > Carne, marisco y huevos > Marisco > Marisco fresco y congelado
Alimentación, bebida y tabaco > Alimentos > Cestas de comida de regalo
Alimentación, bebida y tabaco > Alimentos > Chucherías y postres helados
Alimentación, bebida y tabaco > Alimentos > Chucherías y postres helados > Cucuruchos
Alimentación, bebida y tabaco > Alimentos > Chucherías y postres helados > Helado y yogur helado
Alimentación, bebida y tabaco > Alimentos > Chucherías y postres helados > Polos
Alimentación, bebida y tabaco > Alimentos > Comida preparada
Alimentación, bebida y tabaco > Alimentos > Comida preparada > Aperitivos y guarniciones
Alimentación, bebida y tabaco > Alimentos > Comida preparada > Platos preparados y entrantes
Alimentación, bebida y tabaco > Alimentos > Condimentos y salsas
Alimentación, bebida y tabaco > Alimentos > Condimentos y salsas > Adobos y salsas
Alimentación, bebida y tabaco > Alimentos > Condimentos y salsas > Alcaparras y aceitunas
Alimentación, bebida y tabaco > Alimentos > Condimentos y salsas > Aliños para ensaladas
Alimentación, bebida y tabaco > Alimentos > Condimentos y salsas > Frutas y hortalizas encurtidas
Alimentación, bebida y tabaco > Alimentos > Condimentos y salsas > Guarniciones para postres
Alimentación, bebida y tabaco > Alimentos > Condimentos y salsas > Guarniciones para postres > Frutas para guarnición
Alimentación, bebida y tabaco > Alimentos > Condimentos y salsas > Guarniciones para postres > Sirope para helado
Alimentación, bebida y tabaco > Alimentos > Condimentos y salsas > Ketchup
Alimentación, bebida y tabaco > Alimentos > Condimentos y salsas > Mahonesa
Alimentación, bebida y tabaco > Alimentos > Condimentos y salsas > Miel
Alimentación, bebida y tabaco > Alimentos > Condimentos y salsas > Mostaza
Alimentación, bebida y tabaco > Alimentos > Condimentos y salsas > Picadillos y chutney
Alimentación, bebida y tabaco > Alimentos > Condimentos y salsas > Salsa Worcestershire
Alimentación, bebida y tabaco > Alimentos > Condimentos y salsas > Salsa curry
Alimentación, bebida y tabaco > Alimentos > Condimentos y salsas > Salsa de asado
Alimentación, bebida y tabaco > Alimentos > Condimentos y salsas > Salsa de pescado
Alimentación, bebida y tabaco > Alimentos > Condimentos y salsas > Salsa de rábano picante
Alimentación, bebida y tabaco > Alimentos > Condimentos y salsas > Salsa de soja
Alimentación, bebida y tabaco > Alimentos > Condimentos y salsas > Salsa para pizza
Alimentación, bebida y tabaco > Alimentos > Condimentos y salsas > Salsa picante
Alimentación, bebida y tabaco > Alimentos > Condimentos y salsas > Salsa rosa
Alimentación, bebida y tabaco > Alimentos > Condimentos y salsas > Salsa satay
Alimentación, bebida y tabaco > Alimentos > Condimentos y salsas > Salsa tártara
Alimentación, bebida y tabaco > Alimentos > Condimentos y salsas > Salsas blancas y cremosas
Alimentación, bebida y tabaco > Alimentos > Condimentos y salsas > Salsas dulces y agrias
Alimentación, bebida y tabaco > Alimentos > Condimentos y salsas > Salsas para pasta
Alimentación, bebida y tabaco > Alimentos > Condimentos y salsas > Sirope
Alimentación, bebida y tabaco > Alimentos > Condimentos y salsas > Tahina
Alimentación, bebida y tabaco > Alimentos > Entremeses y aperitivos
Alimentación, bebida y tabaco > Alimentos > Entremeses y aperitivos > Barritas de muesli y cereales
Alimentación, bebida y tabaco > Alimentos > Entremeses y aperitivos > Cecina
Alimentación, bebida y tabaco > Alimentos > Entremeses y aperitivos > Chips
Alimentación, bebida y tabaco > Alimentos > Entremeses y aperitivos > Cortezas de cerdo
Alimentación, bebida y tabaco > Alimentos > Entremeses y aperitivos > Frutos secos combinados
Alimentación, bebida y tabaco > Alimentos > Entremeses y aperitivos > Galletas saladas
Alimentación, bebida y tabaco > Alimentos > Entremeses y aperitivos > Ganchitos de queso
Alimentación, bebida y tabaco > Alimentos > Entremeses y aperitivos > Golosinas de frutas
Alimentación, bebida y tabaco > Alimentos > Entremeses y aperitivos > Guarniciones para ensaladas
Alimentación, bebida y tabaco > Alimentos > Entremeses y aperitivos > Palitos de pan
Alimentación, bebida y tabaco > Alimentos > Entremeses y aperitivos > Palitos de sésamo
Alimentación, bebida y tabaco > Alimentos > Entremeses y aperitivos > Palomitas
Alimentación, bebida y tabaco > Alimentos > Entremeses y aperitivos > Pastelitos
Alimentación, bebida y tabaco > Alimentos > Entremeses y aperitivos > Pastelitos de arroz glutinoso
Alimentación, bebida y tabaco > Alimentos > Entremeses y aperitivos > Picatostes
Alimentación, bebida y tabaco > Alimentos > Entremeses y aperitivos > Pretzels
Alimentación, bebida y tabaco > Alimentos > Entremeses y aperitivos > Púdines y gelatinas
Alimentación, bebida y tabaco > Alimentos > Entremeses y aperitivos > Tortitas de arroz inflado
Alimentación, bebida y tabaco > Alimentos > Frutas recubiertas de chocolate y caramelizadas
Alimentación, bebida y tabaco > Alimentos > Frutas y verduras
Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Frutas en lata y en conserva
Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Frutas frescas y congeladas
Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Frutas frescas y congeladas > Aguacates
Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Frutas frescas y congeladas > Alquequenjes
Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Frutas frescas y congeladas > Anonas
Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Frutas frescas y congeladas > Atemoyas
Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Frutas frescas y congeladas > Babacos
Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Frutas frescas y congeladas > Caquis
Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Frutas frescas y congeladas > Carambolas
Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Frutas frescas y congeladas > Chicozapote
Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Frutas frescas y congeladas > Chirimoyas
Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Frutas frescas y congeladas > Cocos
Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Frutas frescas y congeladas > Cítricos
Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Frutas frescas y congeladas > Cítricos > Kumquats
Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Frutas frescas y congeladas > Cítricos > Limas
Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Frutas frescas y congeladas > Cítricos > Limequats
Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Frutas frescas y congeladas > Cítricos > Limones
Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Frutas frescas y congeladas > Cítricos > Naranjas
Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Frutas frescas y congeladas > Cítricos > Pomelos
Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Frutas frescas y congeladas > Cítricos > Tangelos
Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Frutas frescas y congeladas > Dátiles
Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Frutas frescas y congeladas > Feijoas
Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Frutas frescas y congeladas > Frutas con hueso
Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Frutas frescas y congeladas > Frutas con hueso > Albaricoques
Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Frutas frescas y congeladas > Frutas con hueso > Cerezas
Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Frutas frescas y congeladas > Frutas con hueso > Ciruelas
Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Frutas frescas y congeladas > Frutas con hueso > Mangos
Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Frutas frescas y congeladas > Frutas con hueso > Melocotones y nectarinas
Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Frutas frescas y congeladas > Frutas con hueso > Pluots
Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Frutas frescas y congeladas > Frutas del bosque
Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Frutas frescas y congeladas > Fruto del pan
Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Frutas frescas y congeladas > Granadas
Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Frutas frescas y congeladas > Guanábanas
Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Frutas frescas y congeladas > Guayabas
Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Frutas frescas y congeladas > Higos
Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Frutas frescas y congeladas > Higos chumbos
Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Frutas frescas y congeladas > Homlis
Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Frutas frescas y congeladas > Kiwis
Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Frutas frescas y congeladas > Lichis
Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Frutas frescas y congeladas > Longanas
Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Frutas frescas y congeladas > Macedonias de frutas
Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Frutas frescas y congeladas > Madroños
Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Frutas frescas y congeladas > Mameys
Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Frutas frescas y congeladas > Mangostinos
Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Frutas frescas y congeladas > Manzanas
Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Frutas frescas y congeladas > Maracuyas
Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Frutas frescas y congeladas > Melones
Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Frutas frescas y congeladas > Membrillos
Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Frutas frescas y congeladas > Nísperos
Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Frutas frescas y congeladas > Papayas
Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Frutas frescas y congeladas > Peras
Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Frutas frescas y congeladas > Pitayas
Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Frutas frescas y congeladas > Piñas
Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Frutas frescas y congeladas > Plátanos
Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Frutas frescas y congeladas > Rambutanes
Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Frutas frescas y congeladas > Tamarindos
Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Frutas frescas y congeladas > Uvas
Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Frutas frescas y congeladas > Zapotes
Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Frutas secas
Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Judías en lata
Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Judías secas
Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Salsas de frutas
Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Verduras deshidratadas
Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Verduras en lata y en conserva
Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Verduras frescas y congeladas
Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Verduras frescas y congeladas > Ajo
Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Verduras frescas y congeladas > Alcachofas
Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Verduras frescas y congeladas > Apio
Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Verduras frescas y congeladas > Apio nabo
Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Verduras frescas y congeladas > Arracachas
Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Verduras frescas y congeladas > Berenjenas
Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Verduras frescas y congeladas > Berro
Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Verduras frescas y congeladas > Boniatos
